"list","ExpFiller","condition","workerid","competitor","correctAns","click1","click2","click3","click4","target","trial_order","trial_group","RT1","RT2","RT3","RT4","selection_correct","display"
"l1","Filler","num75","23",2,"AOI1","1","1","1","1",1,8,"first_half",9208,833,2422,1036,1,29
"l1","Filler","num75","39",2,"AOI1","1","1","1","1",1,2,"first_half",1810,1310,2660,1614,1,29
"l1","Filler","num75","5",2,"AOI1","1","1","1","1",1,24,"second_half",1169,1722,2100,1586,1,29
"l1","Filler","num75","46",2,"AOI1","3","1","1","1",1,28,"second_half",613,767,2007,995,1,29
"l1","Filler","num75","44",2,"AOI1","4","1","1","1",1,12,"first_half",1547,1178,1913,1009,1,29
"l1","Filler","num75","10",2,"AOI1","1","2","1","1",1,2,"first_half",1530,1147,1423,1702,1,29
"l1","Filler","num75","44",3,"AOI4","2","3","3","4",4,21,"second_half",1490,1541,1575,1083,1,30
"l1","Filler","num75","46",3,"AOI4","4","4","4","4",4,2,"first_half",911,657,2222,902,1,30
"l1","Filler","num75","5",3,"AOI4","1","3","3","4",4,29,"second_half",1299,1198,1617,1309,1,30
"l1","Filler","num75","39",3,"AOI4","4","4","4","4",4,23,"second_half",894,1034,1688,974,1,30
"l1","Filler","num75","50",3,"AOI4","3","3","3","4",4,11,"first_half",2736,806,2359,1085,1,30
"l1","Filler","num75","17",3,"AOI4","4","4","4","4",4,6,"first_half",1728,1370,1679,1348,1,30
"l1","Filler","num75","31",3,"AOI4","1","3","3","4",4,32,"second_half",799,896,2264,920,1,30
"l1","Filler","num75","10",3,"AOI4","3","4","3","4",4,17,"second_half",662,1116,1541,1107,1,30
"l1","Filler","num75","22",3,"AOI4","2","3","3","4",4,4,"first_half",1257,1132,1728,1314,1,30
"l1","Filler","num75","33",3,"AOI4","1","1","3","4",4,1,"first_half",1315,595,4886,1661,1,30
"l1","Filler","num100","33",1,"AOI2","1","1","1","2",2,32,"second_half",5497,790,1751,863,1,31
"l1","Filler","num100","31",1,"AOI2","1","1","1","2",2,30,"second_half",1247,737,759,1024,1,31
"l1","Filler","num100","22",1,"AOI2","1","1","1","2",2,26,"second_half",1084,949,1482,1350,1,31
"l1","Filler","num100","44",1,"AOI2","1","1","1","2",2,14,"first_half",2691,1140,2351,1049,1,31
"l1","Filler","num100","5",1,"AOI2","1","1","1","2",2,19,"second_half",1206,1799,1743,1108,1,31
"l1","Filler","num100","39",1,"AOI2","3","1","1","2",2,26,"second_half",1073,2190,1236,1388,1,31
"l1","Filler","num100","17",1,"AOI2","1","1","1","2",2,26,"second_half",1670,1125,1819,1184,1,31
"l1","Filler","num100","46",1,"AOI2","2","2","2","2",2,18,"second_half",662,819,969,909,1,31
"l1","Filler","num100","10",1,"AOI2","1","2","1","2",2,3,"first_half",990,1126,1227,1185,1,31
"l1","Filler","num100","23",1,"AOI2","1","1","2","2",2,20,"second_half",793,696,1612,623,1,31
"l1","Filler","num100","50",1,"AOI2","2","2","2","2",2,29,"second_half",679,896,816,652,1,31
"l1","Filler","num100","46",4,"AOI3","1","3","3","3",3,16,"second_half",730,1016,1326,1215,1,32
"l1","Filler","num100","5",4,"AOI3","4","4","4","3",3,30,"second_half",1655,1284,1733,1014,1,32
"l1","Filler","num100","33",4,"AOI3","1","3","3","3",3,23,"second_half",911,1790,3089,845,1,32
"l1","Filler","num100","23",4,"AOI3","4","4","3","3",3,31,"second_half",675,909,1727,714,1,32
"l1","Filler","num100","44",4,"AOI3","1","4","4","3",3,1,"first_half",2663,2332,1850,1141,1,32
"l1","Filler","num100","50",4,"AOI3","2","3","3","3",3,10,"first_half",802,1140,802,108,1,32
"l1","Filler","num100","17",4,"AOI3","1","3","3","3",3,2,"first_half",2998,1865,2355,1523,1,32
"l1","Filler","num100","10",4,"AOI3","3","3","3","3",3,20,"second_half",612,514,712,929,1,32
"l1","Filler","num100","22",4,"AOI3","2","4","4","3",3,16,"second_half",1595,1595,1171,1256,1,32
"l1","Filler","num100","31",4,"AOI3","1","3","3","3",3,3,"first_half",879,1096,2089,871,1,32
"l1","Filler","num100","39",4,"AOI3","1","3","3","3",3,21,"second_half",1933,1623,2303,758,1,32
"l1","Filler","num0","5",1,"AOI2","1","1","2","2",2,1,"first_half",1296,1795,1955,1170,1,23
"l1","Filler","num0","46",1,"AOI2","1","1","2","2",2,29,"second_half",1398,772,4457,388,1,23
"l1","Filler","num0","33",1,"AOI2","1","1","2","2",2,26,"second_half",1387,669,4105,1530,1,23
"l1","Filler","num0","23",1,"AOI2","3","1","2","2",2,27,"second_half",882,1858,1330,440,1,23
"l1","Filler","num0","50",1,"AOI2","3","1","2","2",2,14,"first_half",980,1488,2068,486,1,23
"l1","Filler","num0","44",1,"AOI2","4","1","2","2",2,22,"second_half",1324,1366,1558,690,1,23
"l1","Filler","num0","22",1,"AOI2","1","1","2","2",2,15,"first_half",1123,1179,1310,722,1,23
"l1","Filler","num0","17",1,"AOI2","1","1","2","2",2,3,"first_half",1591,1497,1740,1462,1,23
"l1","Filler","num0","10",1,"AOI2","1","1","2","2",2,30,"second_half",1096,573,1157,405,1,23
"l1","Filler","num0","31",1,"AOI2","1","1","2","2",2,24,"second_half",776,1168,1255,584,1,23
"l1","Filler","num0","39",1,"AOI2","1","1","2","2",2,8,"first_half",1987,1587,1471,533,1,23
"l1","Filler","num100","17",4,"AOI3","3","3","3","3",3,27,"second_half",4758,978,1548,802,1,18
"l1","Filler","num100","44",4,"AOI3","2","4","3","3",3,27,"second_half",2657,4100,1182,709,1,18
"l1","Filler","num100","46",4,"AOI3","1","3","3","3",3,23,"second_half",681,948,935,396,1,18
"l1","Filler","num100","22",4,"AOI3","1","3","3","3",3,1,"first_half",995,1293,1362,475,1,18
"l1","Filler","num100","31",4,"AOI3","1","3","3","3",3,16,"second_half",648,968,768,672,1,18
"l1","Filler","num100","50",4,"AOI3","1","3","3","3",3,7,"first_half",793,1694,864,634,1,18
"l1","Filler","num100","10",4,"AOI3","2","3","3","3",3,29,"second_half",582,1127,594,444,1,18
"l1","Filler","num100","39",4,"AOI3","4","4","3","3",3,25,"second_half",970,1115,1309,664,1,18
"l1","Filler","num100","5",4,"AOI3","1","3","3","3",3,22,"second_half",1178,1145,1422,1028,1,18
"l1","Filler","num100","23",4,"AOI3","3","3","3","3",3,2,"first_half",1957,1027,1364,666,1,18
"l1","Filler","num100","33",4,"AOI3","1","3","3","3",3,3,"first_half",1633,1748,1461,338,1,18
"l1","Filler","num25","22",3,"AOI4","3","3","4","4",4,31,"second_half",1542,1724,1794,908,1,21
"l1","Filler","num25","50",3,"AOI4","4","4","4","4",4,27,"second_half",776,1280,2189,688,1,21
"l1","Filler","num25","5",3,"AOI4","1","4","4","4",4,3,"first_half",1672,1306,2457,991,1,21
"l1","Filler","num25","31",3,"AOI4","1","3","4","4",4,14,"first_half",792,928,1136,672,1,21
"l1","Filler","num25","10",3,"AOI4","3","3","4","4",4,21,"second_half",592,583,998,376,1,21
"l1","Filler","num25","17",3,"AOI4","3","3","4","4",4,24,"second_half",1592,1211,1262,679,1,21
"l1","Filler","num25","33",3,"AOI4","3","3","4","4",4,2,"first_half",1742,1391,2806,916,1,21
"l1","Filler","num25","44",3,"AOI4","1","3","4","4",4,28,"second_half",1331,1224,1183,643,1,21
"l1","Filler","num25","46",3,"AOI4","2","4","4","4",4,30,"second_half",783,1377,1011,350,1,21
"l1","Filler","num25","23",3,"AOI4","1","3","4","4",4,15,"first_half",929,3071,977,401,1,21
"l1","Filler","num25","39",3,"AOI4","1","3","4","4",4,14,"first_half",1148,1820,968,2467,1,21
"l1","Filler","num75","31",2,"AOI1","1","1","1","1",1,23,"second_half",1095,913,960,599,1,19
"l1","Filler","num75","23",2,"AOI1","1","1","1","1",1,21,"second_half",5655,1555,1443,400,1,19
"l1","Filler","num75","50",2,"AOI1","1","1","1","1",1,5,"first_half",944,724,1244,890,1,19
"l1","Filler","num75","44",2,"AOI1","2","2","1","1",1,31,"second_half",4156,1616,1426,774,1,19
"l1","Filler","num75","10",2,"AOI1","1","2","1","1",1,9,"first_half",1382,672,968,494,1,19
"l1","Filler","num75","17",2,"AOI1","1","1","1","1",1,20,"second_half",3075,1056,1480,864,1,19
"l1","Filler","num75","39",2,"AOI1","1","1","1","1",1,5,"first_half",1439,614,1865,533,1,19
"l1","Filler","num75","46",2,"AOI1","1","1","1","1",1,15,"first_half",689,759,1761,537,1,19
"l1","Filler","num75","22",2,"AOI1","1","1","1","1",1,10,"first_half",1056,1004,1491,1150,1,19
"l1","Filler","num75","33",2,"AOI1","1","1","1","1",1,27,"second_half",1049,691,3257,566,1,19
"l1","Filler","num75","5",2,"AOI1","1","1","1","1",1,23,"second_half",1129,1150,1950,816,1,19
"l2","Exp","always","52",1,"AOI2","1","1","2","2",2,2,"first_half",1572,1576,2071,1244,1,2
"l2","Exp","always","45",1,"AOI2","3","1","2","2",2,32,"second_half",2090,2636,1868,2896,1,2
"l2","Exp","always","6",1,"AOI2","3","1","2","2",2,12,"first_half",1508,1673,1506,525,1,2
"l2","Exp","always","9",1,"AOI2","1","1","2","2",2,19,"second_half",800,913,1354,344,1,2
"l2","Exp","always","55",1,"AOI2","3","1","2","2",2,30,"second_half",1311,1120,1312,392,1,2
"l2","Exp","always","30",1,"AOI2","3","1","2","2",2,11,"first_half",1905,1110,2735,1283,1,2
"l2","Exp","always","59",1,"AOI2","4","1","2","2",2,1,"first_half",4217,2504,1768,880,1,2
"l2","Exp","always","34",1,"AOI2","3","3","2","2",2,29,"second_half",528,360,1800,296,1,2
"l2","Exp","always","49",1,"AOI2","3","1","2","2",2,7,"first_half",750,1478,932,307,1,2
"l2","Exp","never","45",2,"AOI1","3","2","1","1",1,10,"first_half",1836,1267,1244,837,1,1
"l2","Exp","never","55",2,"AOI1","2","2","1","1",1,10,"first_half",1607,952,960,432,1,1
"l2","Exp","never","6",2,"AOI1","1","1","1","1",1,4,"first_half",1054,1232,2855,867,1,1
"l2","Exp","never","9",2,"AOI1","1","1","1","1",1,5,"first_half",1769,729,1449,481,1,1
"l2","Exp","never","52",2,"AOI1","1","1","1","1",1,32,"second_half",746,964,940,696,1,1
"l2","Exp","never","34",2,"AOI1","4","4","1","1",1,31,"second_half",621,424,2945,327,1,1
"l2","Exp","never","59",2,"AOI1","2","2","1","1",1,24,"second_half",2239,1192,1184,617,1,1
"l2","Exp","never","49",2,"AOI1","2","2","1","1",1,11,"first_half",8379,510,1018,386,1,1
"l2","Exp","never","30",2,"AOI1","2","2","2","1",1,32,"second_half",830,635,524,796,1,1
"l2","Exp","never","9",1,"AOI2","2","2","2","2",2,32,"second_half",881,752,816,546,1,13
"l2","Exp","never","30",1,"AOI2","4","4","2","2",2,3,"first_half",1040,1033,1802,224,1,13
"l2","Exp","never","34",1,"AOI2","2","2","2","2",2,24,"second_half",392,510,1874,279,1,13
"l2","Exp","never","45",1,"AOI2","1","1","2","2",2,23,"second_half",985,1327,1679,234,1,13
"l2","Exp","never","6",1,"AOI2","1","1","2","2",2,22,"second_half",930,714,1918,534,1,13
"l2","Exp","never","52",1,"AOI2","4","2","2","2",2,11,"first_half",850,1193,1723,507,1,13
"l2","Exp","never","49",1,"AOI2","4","1","2","2",2,8,"first_half",1428,2084,3751,374,1,13
"l2","Exp","never","59",1,"AOI2","3","1","2","2",2,31,"second_half",1152,1376,2320,1441,1,13
"l2","Exp","never","55",1,"AOI2","3","1","2","2",2,6,"first_half",2080,1160,1528,576,1,13
"l2","Exp","rarely","9",4,"AOI3","3","3","3","3",3,1,"first_half",1576,713,2211,416,1,14
"l2","Exp","rarely","59",4,"AOI3","1","3","3","3",3,4,"first_half",1368,2384,2161,856,1,14
"l2","Exp","rarely","45",4,"AOI3","3","3","3","3",3,15,"first_half",1041,1211,1631,734,1,14
"l2","Exp","rarely","49",4,"AOI3","3","3","3","3",3,6,"first_half",1249,571,3386,465,1,14
"l2","Exp","rarely","52",4,"AOI3","3","3","3","3",3,7,"first_half",758,1167,1351,427,1,14
"l2","Exp","rarely","6",4,"AOI3","4","4","3","3",3,14,"first_half",1147,736,1330,819,1,14
"l2","Exp","rarely","55",4,"AOI3","3","3","3","3",3,32,"second_half",544,720,1152,696,1,14
"l2","Exp","rarely","34",4,"AOI3","1","1","1","3",3,32,"second_half",552,480,5008,3848,1,14
"l2","Exp","rarely","30",4,"AOI3","1","1","3","3",3,18,"second_half",2554,824,2388,984,1,14
"l2","Exp","never","55",3,"AOI4","1","1","4","4",4,16,"second_half",1087,584,2064,424,1,15
"l2","Exp","never","49",3,"AOI4","3","3","4","4",4,2,"first_half",4991,1016,1503,444,1,15
"l2","Exp","never","6",3,"AOI4","1","3","4","4",4,32,"second_half",861,1249,1106,226,1,15
"l2","Exp","never","52",3,"AOI4","4","4","4","4",4,29,"second_half",905,773,782,1076,1,15
"l2","Exp","never","45",3,"AOI4","3","3","4","4",4,20,"second_half",1259,995,1261,654,1,15
"l2","Exp","never","9",3,"AOI4","2","3","4","4",4,20,"second_half",705,1025,1257,464,1,15
"l2","Exp","never","34",3,"AOI4","4","4","4","4",4,11,"first_half",648,871,1937,304,1,15
"l2","Exp","never","59",3,"AOI4","1","4","4","4",4,19,"second_half",905,2168,1208,568,1,15
"l2","Exp","never","30",3,"AOI4","3","3","4","4",4,9,"first_half",1193,565,1928,614,1,15
"l2","Exp","usually","6",4,"AOI3","1","3","3","3",3,7,"first_half",984,1820,1809,859,1,16
"l2","Exp","usually","55",4,"AOI3","3","3","3","3",3,11,"first_half",1319,720,1384,448,1,16
"l2","Exp","usually","45",4,"AOI3","1","3","3","3",3,31,"second_half",1569,1348,2391,1716,1,16
"l2","Exp","usually","52",4,"AOI3","3","3","3","3",3,6,"first_half",888,1012,680,410,1,16
"l2","Exp","usually","59",4,"AOI3","1","3","3","3",3,16,"second_half",1152,1825,1407,577,1,16
"l2","Exp","usually","49",4,"AOI3","3","3","3","3",3,23,"second_half",1517,532,1004,507,1,16
"l2","Exp","usually","34",4,"AOI3","1","1","4","3",3,13,"first_half",1192,640,2294,1073,1,16
"l2","Exp","usually","9",4,"AOI3","3","3","3","3",3,22,"second_half",833,568,977,1017,1,16
"l2","Exp","usually","30",4,"AOI3","2","4","3","3",3,12,"first_half",991,1110,1577,1194,1,16
"l2","Exp","rarely","34",2,"AOI1","3","1","1","1",1,3,"first_half",1264,1096,2312,392,1,3
"l2","Exp","rarely","55",2,"AOI1","1","1","1","1",1,7,"first_half",936,1368,760,448,1,3
"l2","Exp","rarely","9",2,"AOI1","4","1","1","1",1,30,"second_half",1129,1243,615,584,1,3
"l2","Exp","rarely","52",2,"AOI1","1","1","1","1",1,26,"second_half",731,655,1383,608,1,3
"l2","Exp","rarely","49",2,"AOI1","2","2","1","1",1,20,"second_half",1154,524,1068,357,1,3
"l2","Exp","rarely","45",2,"AOI1","1","1","1","1",1,12,"first_half",2702,1191,1945,1695,1,3
"l2","Exp","rarely","6",2,"AOI1","1","1","1","1",1,11,"first_half",1610,1072,2356,686,1,3
"l2","Exp","rarely","59",2,"AOI1","2","2","1","1",1,20,"second_half",1320,712,1256,600,1,3
"l2","Exp","rarely","30",2,"AOI1","3","1","1","1",1,5,"first_half",3064,1347,1040,845,1,3
"l2","Exp","usually","30",2,"AOI1","2","2","1","1",1,17,"second_half",923,314,2067,593,1,4
"l2","Exp","usually","49",2,"AOI1","1","1","1","1",1,10,"first_half",10583,978,2470,416,1,4
"l2","Exp","usually","9",2,"AOI1","1","1","2","1",1,3,"first_half",1673,816,1323,1305,1,4
"l2","Exp","usually","55",2,"AOI1","3","1","1","1",1,4,"first_half",1063,1592,1392,696,1,4
"l2","Exp","usually","45",2,"AOI1","2","2","2","1",1,2,"first_half",2115,827,2151,2126,1,4
"l2","Exp","usually","6",2,"AOI1","3","2","1","1",1,3,"first_half",1282,1198,2151,810,1,4
"l2","Exp","usually","59",2,"AOI1","3","2","1","1",1,25,"second_half",1176,1504,2048,936,1,4
"l2","Exp","usually","34",2,"AOI1","4","4","4","1",1,16,"second_half",408,856,584,911,1,4
"l2","Exp","always","6",3,"AOI4","2","4","4","4",4,13,"first_half",1184,1561,1079,220,1,5
"l2","Exp","always","34",3,"AOI4","2","2","4","4",4,30,"second_half",1007,416,1432,251,1,5
"l2","Exp","always","59",3,"AOI4","1","1","1","4",4,9,"first_half",2865,1632,1576,4225,1,5
"l2","Exp","always","9",3,"AOI4","4","4","4","4",4,29,"second_half",2354,761,1459,583,1,5
"l2","Exp","always","30",3,"AOI4","1","1","4","4",4,25,"second_half",733,621,1187,2958,1,5
"l2","Exp","always","49",3,"AOI4","3","3","4","4",4,26,"second_half",1073,691,1065,533,1,5
"l2","Exp","always","45",3,"AOI4","1","3","4","4",4,7,"first_half",1872,1408,2454,667,1,5
"l2","Exp","always","55",3,"AOI4","3","3","4","4",4,21,"second_half",1551,737,831,392,1,5
"l2","Exp","always","52",3,"AOI4","2","4","4","4",4,4,"first_half",948,1058,953,427,1,5
"l2","Exp","usually","55",1,"AOI2","1","1","2","2",2,9,"first_half",871,664,856,392,1,6
"l2","Exp","usually","34",1,"AOI2","1","1","2","2",2,20,"second_half",680,480,2735,304,1,6
"l2","Exp","usually","52",1,"AOI2","1","1","1","2",2,1,"first_half",1168,1178,719,2731,1,6
"l2","Exp","usually","45",1,"AOI2","2","2","2","2",2,17,"second_half",1073,1228,1961,1235,1,6
"l2","Exp","usually","59",1,"AOI2","3","2","2","2",2,29,"second_half",2112,3224,1560,1280,1,6
"l2","Exp","usually","9",1,"AOI2","3","3","1","2",2,12,"first_half",1079,939,1680,929,1,6
"l2","Exp","usually","6",1,"AOI2","4","2","2","2",2,9,"first_half",1809,1837,868,1448,1,6
"l2","Exp","usually","49",1,"AOI2","1","1","2","2",2,9,"first_half",3831,762,1654,474,1,6
"l2","Exp","usually","30",1,"AOI2","3","3","3","2",2,30,"second_half",949,1704,2898,2402,1,6
"l2","Exp","always","55",2,"AOI1","3","1","1","1",1,26,"second_half",1144,1720,976,712,1,7
"l2","Exp","always","30",2,"AOI1","4","4","1","1",1,24,"second_half",1382,1061,1389,378,1,7
"l2","Exp","always","59",2,"AOI1","1","1","1","1",1,15,"first_half",1023,1729,1048,656,1,7
"l2","Exp","always","49",2,"AOI1","3","3","1","1",1,1,"first_half",2060,672,1979,692,1,7
"l2","Exp","always","34",2,"AOI1","1","1","1","1",1,17,"second_half",839,760,945,399,1,7
"l2","Exp","always","52",2,"AOI1","3","1","1","1",1,15,"first_half",1073,1281,826,435,1,7
"l2","Exp","always","6",2,"AOI1","2","2","1","1",1,21,"second_half",850,821,1230,226,1,7
"l2","Exp","always","9",2,"AOI1","4","1","1","1",1,24,"second_half",664,1081,632,625,1,7
"l2","Exp","always","45",2,"AOI1","2","2","1","1",1,22,"second_half",1339,1256,1219,234,1,7
"l2","Exp","usually","49",3,"AOI4","1","3","3","4",4,21,"second_half",1253,1713,1442,646,1,8
"l2","Exp","usually","52",3,"AOI4","2","3","4","4",4,10,"first_half",1644,1173,2031,964,1,8
"l2","Exp","usually","9",3,"AOI4","1","3","4","4",4,9,"first_half",825,1200,1458,496,1,8
"l2","Exp","usually","34",3,"AOI4","2","2","4","4",4,25,"second_half",576,520,3304,280,1,8
"l2","Exp","usually","45",3,"AOI4","1","3","4","4",4,9,"first_half",1477,2717,1774,880,1,8
"l2","Exp","usually","6",3,"AOI4","1","3","4","4",4,30,"second_half",1231,1170,1079,214,1,8
"l2","Exp","usually","55",3,"AOI4","1","3","4","4",4,20,"second_half",1639,992,833,343,1,8
"l2","Exp","usually","59",3,"AOI4","1","3","4","4",4,14,"first_half",1552,1144,1536,792,1,8
"l2","Exp","usually","30",3,"AOI4","3","3","4","4",4,26,"second_half",5040,1453,1088,252,1,8
"l2","Exp","always","49",4,"AOI3","2","4","3","3",3,25,"second_half",14863,1198,912,318,1,10
"l2","Exp","always","52",4,"AOI3","2","3","3","3",3,19,"second_half",892,1220,2151,458,1,10
"l2","Exp","always","6",4,"AOI3","3","3","3","3",3,2,"first_half",1746,1309,1722,1043,1,10
"l2","Exp","always","30",4,"AOI3","3","3","3","3",3,29,"second_half",832,698,7558,1159,1,10
"l2","Exp","always","59",4,"AOI3","3","3","3","3",3,12,"first_half",1888,1025,872,712,1,10
"l2","Exp","always","55",4,"AOI3","1","3","3","3",3,27,"second_half",792,1168,688,456,1,10
"l2","Exp","always","45",4,"AOI3","2","2","3","3",3,5,"first_half",2828,2178,3919,686,1,10
"l2","Exp","always","9",4,"AOI3","1","3","3","3",3,16,"second_half",703,1265,577,657,1,10
"l2","Exp","never","59",4,"AOI3","1","3","3","3",3,10,"first_half",3856,1193,3881,703,1,9
"l2","Exp","never","9",4,"AOI3","2","4","3","3",3,13,"first_half",944,1233,1322,440,1,9
"l2","Exp","never","30",4,"AOI3","4","4","4","3",3,10,"first_half",2925,2857,1306,1542,1,9
"l2","Exp","never","52",4,"AOI3","3","3","3","3",3,24,"second_half",1714,1079,1747,1564,1,9
"l2","Exp","never","45",4,"AOI3","3","3","3","3",3,11,"first_half",2186,831,1300,633,1,9
"l2","Exp","never","34",4,"AOI3","3","3","3","3",3,27,"second_half",544,408,2024,266,1,9
"l2","Exp","never","55",4,"AOI3","1","3","3","3",3,18,"second_half",751,1384,1192,848,1,9
"l2","Exp","never","6",4,"AOI3","1","3","3","3",3,5,"first_half",991,1303,2079,671,1,9
"l2","Exp","never","49",4,"AOI3","3","3","3","3",3,17,"second_half",1128,751,920,448,1,9
"l2","Exp","rarely","52",1,"AOI2","3","1","2","2",2,3,"first_half",3391,1212,1607,372,1,11
"l2","Exp","rarely","30",1,"AOI2","2","2","2","2",2,16,"second_half",3268,1416,4413,356,1,11
"l2","Exp","rarely","45",1,"AOI2","3","1","2","2",2,21,"second_half",1712,2030,1699,379,1,11
"l2","Exp","rarely","6",1,"AOI2","1","1","2","2",2,27,"second_half",1122,809,1144,227,1,11
"l2","Exp","rarely","9",1,"AOI2","4","2","2","2",2,27,"second_half",709,1219,942,695,1,11
"l2","Exp","rarely","55",1,"AOI2","1","1","2","2",2,2,"first_half",1631,1168,1672,824,1,11
"l2","Exp","rarely","49",1,"AOI2","3","1","2","2",2,4,"first_half",1034,1427,1625,403,1,11
"l2","Exp","rarely","59",1,"AOI2","4","2","2","2",2,8,"first_half",1960,1792,2233,1840,1,11
"l2","Exp","rarely","34",1,"AOI2","1","1","2","2",2,18,"second_half",456,752,1792,312,1,11
"l2","Exp","rarely","34",3,"AOI4","4","4","4","4",4,10,"first_half",648,1464,2224,624,1,12
"l2","Exp","rarely","55",3,"AOI4","3","3","4","4",4,23,"second_half",1751,1072,792,352,1,12
"l2","Exp","rarely","30",3,"AOI4","2","3","4","4",4,4,"first_half",1207,1431,2185,831,1,12
"l2","Exp","rarely","9",3,"AOI4","1","3","4","4",4,26,"second_half",1328,1154,1383,401,1,12
"l2","Exp","rarely","52",3,"AOI4","3","3","3","4",4,13,"first_half",1089,1352,2683,1144,1,12
"l2","Exp","rarely","45",3,"AOI4","1","3","4","4",4,13,"first_half",1682,2309,3094,1146,1,12
"l2","Exp","rarely","49",3,"AOI4","1","4","4","4",4,5,"first_half",1298,1970,1155,424,1,12
"l2","Exp","rarely","59",3,"AOI4","1","3","4","4",4,26,"second_half",1408,1280,3513,511,1,12
"l2","Exp","rarely","6",3,"AOI4","3","3","4","4",4,17,"second_half",1034,1296,1587,369,1,12
"l2","Filler","num75","30",1,"AOI2","2","2","2","2",2,7,"first_half",1227,1040,1893,328,1,20
"l2","Filler","num75","6",1,"AOI2","1","1","2","2",2,25,"second_half",986,775,1389,223,1,20
"l2","Filler","num75","59",1,"AOI2","4","1","2","2",2,5,"first_half",3128,1937,1840,936,1,20
"l2","Filler","num75","55",1,"AOI2","3","2","2","2",2,8,"first_half",1352,1705,1144,448,1,20
"l2","Filler","num75","52",1,"AOI2","1","1","2","2",2,21,"second_half",715,970,1259,868,1,20
"l2","Filler","num75","49",1,"AOI2","1","1","2","2",2,14,"first_half",1605,616,1133,513,1,20
"l2","Filler","num75","34",1,"AOI2","1","1","2","2",2,2,"first_half",1408,1992,2128,351,1,20
"l2","Filler","num75","9",1,"AOI2","1","1","2","2",2,2,"first_half",2497,537,1185,481,1,20
"l2","Filler","num75","45",1,"AOI2","2","2","1","2",2,18,"second_half",1372,2535,2938,5287,1,20
"l2","Filler","num25","34",4,"AOI3","4","4","3","3",3,26,"second_half",257,518,3352,400,1,22
"l2","Filler","num25","45",4,"AOI3","3","3","3","3",3,14,"first_half",2030,1074,1538,451,1,22
"l2","Filler","num25","9",4,"AOI3","1","3","3","3",3,25,"second_half",680,1730,904,409,1,22
"l2","Filler","num25","55",4,"AOI3","1","3","3","3",3,15,"first_half",927,1440,1512,368,1,22
"l2","Filler","num25","30",4,"AOI3","1","1","3","3",3,14,"first_half",1088,1313,1550,182,1,22
"l2","Filler","num25","52",4,"AOI3","4","4","3","3",3,14,"first_half",767,759,1561,577,1,22
"l2","Filler","num25","6",4,"AOI3","4","4","3","3",3,16,"second_half",226,1432,1773,416,1,22
"l2","Filler","num25","59",4,"AOI3","1","3","3","3",3,13,"first_half",1936,1304,1353,752,1,22
"l2","Filler","num25","49",4,"AOI3","1","4","3","3",3,16,"second_half",1948,1339,755,354,1,22
"l2","Filler","num0","55",2,"AOI1","3","1","1","1",1,24,"second_half",1071,976,1240,600,1,24
"l2","Filler","num0","49",2,"AOI1","4","1","1","1",1,27,"second_half",1092,1727,1410,328,1,24
"l2","Filler","num0","59",2,"AOI1","1","1","1","1",1,22,"second_half",1263,1801,1384,824,1,24
"l2","Filler","num0","9",2,"AOI1","3","1","1","1",1,18,"second_half",680,1284,1263,505,1,24
"l2","Filler","num0","45",2,"AOI1","4","2","1","1",1,8,"first_half",1355,1998,1824,876,1,24
"l2","Filler","num0","52",2,"AOI1","4","2","1","1",1,30,"second_half",742,1687,1557,576,1,24
"l2","Filler","num0","6",2,"AOI1","3","1","1","1",1,24,"second_half",1477,1270,1875,224,1,24
"l2","Filler","num0","30",2,"AOI1","3","3","1","1",1,13,"first_half",875,905,4692,516,1,24
"l2","Filler","num0","34",2,"AOI1","2","2","1","1",1,19,"second_half",607,480,1584,231,1,24
"l2","Filler","num100","59",3,"AOI4","3","3","4","4",4,11,"first_half",1328,2760,1072,760,1,17
"l2","Filler","num100","45",3,"AOI4","2","3","4","4",4,19,"second_half",4047,1219,1086,411,1,17
"l2","Filler","num100","30",3,"AOI4","2","3","4","4",4,23,"second_half",983,1781,998,462,1,17
"l2","Filler","num100","6",3,"AOI4","1","3","4","4",4,29,"second_half",873,1312,1348,226,1,17
"l2","Filler","num100","55",3,"AOI4","1","1","4","4",4,19,"second_half",871,1152,1984,392,1,17
"l2","Filler","num100","52",3,"AOI4","2","3","4","4",4,28,"second_half",763,1106,1463,513,1,17
"l2","Filler","num100","9",3,"AOI4","3","3","4","4",4,14,"first_half",760,1081,1209,417,1,17
"l2","Filler","num100","49",3,"AOI4","1","3","4","4",4,32,"second_half",1309,1348,1060,238,1,17
"l2","Filler","num100","34",3,"AOI4","3","3","4","4",4,15,"first_half",608,417,1944,304,1,17
"l2","Filler","num0","45",4,"AOI3","3","3","3","3",3,28,"second_half",904,589,1328,1533,1,25
"l2","Filler","num0","6",4,"AOI3","1","3","3","3",3,1,"first_half",2138,1364,2982,2033,1,25
"l2","Filler","num0","55",4,"AOI3","3","3","3","3",3,13,"first_half",1239,776,1704,952,1,25
"l2","Filler","num0","30",4,"AOI3","2","3","4","3",3,8,"first_half",907,915,1905,1005,1,25
"l2","Filler","num0","59",4,"AOI3","1","4","4","3",3,30,"second_half",976,1208,1489,992,1,25
"l2","Filler","num0","34",4,"AOI3","4","4","4","3",3,8,"first_half",727,640,1816,2640,1,25
