"list","ExpFiller","condition","workerid","competitor","correctAns","click1","click2","click3","click4","target","trial_order","trial_group","RT1","RT2","RT3","RT4","selection_correct","display"
"l4","Filler","num0","16",1,"AOI2","2","2","2","2",2,32,"second_half",3098,716,961,619,1,23
"l4","Filler","num0","57",1,"AOI2","3","1","2","2",2,16,"second_half",775,1511,1041,545,1,23
"l4","Filler","num0","58",1,"AOI2","3","2","2","2",2,3,"first_half",2288,2670,1765,439,1,23
"l4","Filler","num0","29",1,"AOI2","1","1","2","2",2,28,"second_half",1368,784,1223,1240,1,23
"l4","Filler","num100","8",4,"AOI3","3","3","3","3",3,32,"second_half",1069,666,936,1038,1,18
"l4","Filler","num100","60",4,"AOI3","1","3","3","3",3,16,"second_half",349,1435,666,377,1,18
"l4","Filler","num100","57",4,"AOI3","3","3","3","3",3,3,"first_half",6610,735,948,457,1,18
"l4","Filler","num100","36",4,"AOI3","1","4","3","3",3,17,"second_half",1034,1495,1139,641,1,18
"l4","Filler","num100","29",4,"AOI3","2","3","3","3",3,29,"second_half",928,825,639,496,1,18
"l4","Filler","num100","58",4,"AOI3","1","4","3","3",3,4,"first_half",1624,1543,818,710,1,18
"l4","Filler","num100","16",4,"AOI3","2","3","3","3",3,9,"first_half",1504,1641,852,612,1,18
"l4","Filler","num100","19",4,"AOI3","1","3","3","3",3,31,"second_half",1681,1098,1189,499,1,18
"l4","Filler","num100","41",4,"AOI3","3","3","3","3",3,3,"first_half",1161,970,1350,1019,1,18
"l4","Filler","num100","25",4,"AOI3","3","3","3","3",3,25,"second_half",925,624,899,515,1,18
"l4","Filler","num100","48",4,"AOI3","1","3","3","3",3,12,"first_half",2925,1670,895,650,1,18
"l4","Filler","num25","16",3,"AOI4","4","4","4","4",4,29,"second_half",1273,655,1194,576,1,21
"l4","Filler","num25","60",3,"AOI4","2","2","4","4",4,3,"first_half",1272,648,2472,300,1,21
"l4","Filler","num25","29",3,"AOI4","1","3","4","4",4,14,"first_half",809,1031,792,440,1,21
"l4","Filler","num25","41",3,"AOI4","4","4","4","4",4,9,"first_half",1131,980,1403,765,1,21
"l4","Filler","num25","25",3,"AOI4","4","4","4","4",4,21,"second_half",774,531,731,526,1,21
"l4","Filler","num25","19",3,"AOI4","1","3","4","4",4,6,"first_half",1126,1416,1559,492,1,21
"l4","Filler","num25","57",3,"AOI4","1","3","4","4",4,28,"second_half",1053,1719,2211,522,1,21
"l4","Filler","num25","36",3,"AOI4","2","3","4","4",4,32,"second_half",857,1006,1083,625,1,21
"l4","Filler","num25","8",3,"AOI4","1","3","4","4",4,10,"first_half",1134,2038,943,540,1,21
"l4","Filler","num25","48",3,"AOI4","1","3","4","4",4,31,"second_half",1537,1353,1162,509,1,21
"l4","Filler","num25","58",3,"AOI4","2","1","4","4",4,2,"first_half",2583,930,4759,1299,1,21
"l4","Filler","num75","48",2,"AOI1","4","2","1","1",1,2,"first_half",1178,1821,1042,747,1,19
"l4","Filler","num75","60",2,"AOI1","1","1","1","1",1,27,"second_half",990,1064,1589,687,1,19
"l4","Filler","num75","29",2,"AOI1","2","2","1","1",1,20,"second_half",776,639,889,560,1,19
"l4","Filler","num75","25",2,"AOI1","3","2","1","1",1,11,"first_half",786,1223,809,503,1,19
"l4","Filler","num75","8",2,"AOI1","3","1","1","1",1,2,"first_half",2061,1199,2417,1721,1,19
"l4","Filler","num75","57",2,"AOI1","1","1","1","1",1,10,"first_half",1887,708,1750,760,1,19
"l4","Filler","num75","58",2,"AOI1","1","1","1","1",1,25,"second_half",788,951,1231,314,1,19
"l4","Filler","num75","36",2,"AOI1","3","1","1","1",1,19,"second_half",889,1267,1058,561,1,19
"l4","Filler","num75","19",2,"AOI1","1","1","1","1",1,23,"second_half",1020,1012,2046,475,1,19
"l4","Filler","num75","16",2,"AOI1","3","1","1","1",1,11,"first_half",1541,1512,967,558,1,19
"l4","Filler","num75","41",2,"AOI1","3","1","1","1",1,26,"second_half",1286,1325,1326,1029,1,19
